SurveyYear,SurveyPeriod,SiteName,StartDate,EndDate,Race,EstimatedAnnualIncome,ZipCode,SurveyResponseID,Q1 - DoMoreVolunteerWork,Q2 - SeeFriendsMore,Q3 - TakeCareOfHealth,Q4 - EatBetterMeals,Q5 - HaveMoreEnergy,Q6 - FeelHappier,Q7 - SomethingToLookForwardTo,Q8 - KnowWhereToAsk,Q9 - FeelIndependent,Q10 - FeelSeniorCenterPositiveEffect,Q11 - LearnNewThings,Q12 - LearnedAboutServices,Q13 - MoreActive,Q14 - WouldRecommendSeniorCenter,Open1 - HowSeniorCenterChangedLife,Open2 - ParticipateInTheseActivities
2016,2,Greenwood Senior Center,18:27.0,19:58.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98112,5443,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,"Companionship, stimulate body, soul and me",Gathering Place!
2016,2,Greenwood Senior Center,17:12.0,18:11.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98115,5444,Not Applicable,Sometimes,Sometimes,Almost Never,Almost Never,Almost Never,Sometimes,Most of the Time,Not Applicable,Sometimes,Most of the Time,Most of the Time,Almost Never,Most of the Time,Meeting new people,NULL
2016,2,Greenwood Senior Center,15:57.0,17:04.0,White or Caucasian ,Not Specified,NULL,5445,Not Specified,Sometimes,Most of the Time,Not Specified,Most of the Time,Most of the Time,Most of the Time,Not Specified,Sometimes,Sometimes,Sometimes,Not Specified,Most of the Time,Most of the Time,Joy,Gathering Place
2016,2,Greenwood Senior Center,14:32.0,15:44.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",NULL,5446,Sometimes,Almost Never,Most of the Time,Not Applicable,Sometimes,Sometimes,Sometimes,Most of the Time,Not Applicable,Sometimes,Almost Never,Not Applicable,Sometimes,Sometimes,NULL,The Gathering Place
2016,2,Greenwood Senior Center,12:59.0,14:14.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98117,5447,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,I feel more relaxed and enjoy being with people I have met.,"Gathering place, knitting, lunch sometimes."
2016,2,Greenwood Senior Center,11:37.0,12:52.0,White or Caucasian ,Not Specified,98133,5448,Almost Never,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,NULL,"Join with others to discuss issues that are important to me. Make friends, try to help others when I can.  "
2016,2,Greenwood Senior Center,10:06.0,11:14.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98117,5449,Not Applicable,Sometimes,Not Applicable,Not Applicable,Sometimes,Sometimes,Not Applicable,Not Applicable,Not Applicable,Sometimes,Sometimes,Not Applicable,Sometimes,Most of the Time,I walk more because it is in walking distance of my house.,I play Mah Jongg
2016,2,Greenwood Senior Center,08:54.0,09:44.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,5450,Not Applicable,Sometimes,Not Applicable,Not Applicable,Not Applicable,Sometimes,Not Applicable,Not Applicable,Not Applicable,Sometimes,Sometimes,Not Applicable,Not Applicable,Sometimes,NULL,Mah Jongg
2016,2,Greenwood Senior Center,33:32.0,36:53.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98117,5451,Not Applicable,Sometimes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Specified,Not Applicable,Not Applicable,Most of the Time,I cam here to participate in mah jongg,Mah Jongg
2016,2,Greenwood Senior Center,32:01.0,33:15.0,White or Caucasian ,Not Specified,98117,5452,Not Applicable,Most of the Time,Not Applicable,Not Applicable,Not Applicable,Most of the Time,Sometimes,Not Applicable,Sometimes,Most of the Time,Not Applicable,Most of the Time,Not Applicable,Most of the Time,My Mah jongg group is meeting here and I have met others that come here,Mah Jongg
2016,2,Greenwood Senior Center,19:11.0,31:52.0,White or Caucasian ,Not Specified,98103,5453,Not Applicable,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Most of the Time,NULL,NULL
2016,2,Greenwood Senior Center,17:41.0,19:04.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98117,5454,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Sometimes,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Sometimes,NULL,Mah Jongg
2016,2,Greenwood Senior Center,16:28.0,17:15.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",NULL,5455,Almost Never,Most of the Time,Not Applicable,Not Applicable,Not Applicable,Sometimes,Most of the Time,Not Applicable,Not Specified,Most of the Time,Not Applicable,Not Specified,Not Applicable,Sometimes,NULL,NULL
2016,2,Greenwood Senior Center,15:09.0,16:13.0,White or Caucasian ,Not Specified,98115,5456,Not Applicable,Sometimes,Not Applicable,Not Applicable,Not Specified,Sometimes,Sometimes,Not Specified,Not Applicable,Most of the Time,Most of the Time,Sometimes,Not Applicable,Most of the Time,NULL,NULL
2016,2,Greenwood Senior Center,13:41.0,14:33.0,White or Caucasian ,Not Specified,98133,5457,Not Specified,Most of the Time,Most of the Time,Not Specified,Not Specified,Most of the Time,Most of the Time,Not Specified,Not Specified,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Meet new people,SAGEing Elder Group.  ROWE
2016,2,Greenwood Senior Center,11:28.0,13:01.0,White or Caucasian ,Not Specified,98117,5458,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,"I have new people and ideas in my life. Also, the yoga class I attend meets my needs.",Yoga with Conie.  SAGE-ing/Wise Elder ROWE  Lunches.
2016,2,Greenwood Senior Center,10:08.0,11:19.0,White or Caucasian ,Not Specified,98119,5459,Almost Never,Most of the Time,Sometimes,Not Applicable,Sometimes,Most of the Time,Sometimes,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,"Ilove the ""Reflecting on Wise Elder"" Community Discussion Group.  Please keep it.",NULL
2016,2,Greenwood Senior Center,08:54.0,10:00.0,White or Caucasian ,Not Specified,98103,5460,Not Applicable,Most of the Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Not Applicable,Not Specified,Most of the Time,NULL,"SAGE Group, Village"
2016,2,Greenwood Senior Center,16:15.0,17:18.0,,Not Specified,NULL,5461,Almost Never,Not Applicable,Most of the Time,Not Applicable,Not Applicable,Sometimes,Sometimes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NULL,NULL
2016,2,Greenwood Senior Center,10:14.0,20:29.0,White or Caucasian ,Not Specified,98133,5462,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,My first time here.,Zumba
2016,2,Greenwood Senior Center,00:44.0,01:43.0,,Not Specified,NULL,5463,Not Applicable,Sometimes,Sometimes,Not Applicable,Sometimes,Sometimes,Sometimes,Almost Never,Not Applicable,Most of the Time,Sometimes,Sometimes,Sometimes,Sometimes,Affordable enjoyable exercise,Zumba only
2016,2,Greenwood Senior Center,59:34.0,00:39.0,,Not Specified,NULL,5464,Not Applicable,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,NULL,Zumba Gold
2016,2,Greenwood Senior Center,26:22.0,28:01.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98103,5465,Almost Never,Not Specified,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Not Applicable,Almost Never,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,zumba makes me healthier and has made it possible to make many new friends in the community,"zumba, painting, occasional Spanish"
2016,2,Greenwood Senior Center,03:16.0,04:20.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98103,5466,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Most of the Time,"Much more physically active, met great new people.",Toning and Zumba
2016,2,Greenwood Senior Center,52:00.0,03:05.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,5467,Not Applicable,Sometimes,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Most of the Time,"I love the zumba class, love the teacher. Love getting fit safely.",Zumba
2016,2,Greenwood Senior Center,33:36.0,36:41.0,White or Caucasian ,Not Specified,98117,5468,Not Applicable,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sometimes,Most of the Time,Most of the Time,I met wonderful people,"Zumba Gold, Book Group"
2016,2,Greenwood Senior Center,32:34.0,33:26.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98117,5469,Not Applicable,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Not Applicable,Sometimes,Most of the Time,Most of the Time,NULL,zumba
2016,2,Greenwood Senior Center,22:09.0,32:14.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98199,5470,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Made friends,"Zumba Gold, Zumba toning, Spanish"
2016,2,Greenwood Senior Center,42:15.0,48:58.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98107,5471,Most of the Time,Not Applicable,Most of the Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Most of the Time,Sometimes,Not Applicable,Not Applicable,Most of the Time,NULL,I take Zumba and volunteer
2016,2,Greenwood Senior Center,40:58.0,41:59.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98103,5472,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Not Specified,Most of the Time,"Meet people, stay active","Yoga, line dance, movies, info groups."
2016,2,Greenwood Senior Center,39:19.0,40:47.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98117,5473,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,"Reminds me of what wonderful people are in the community.  Open, inclusive people always make me feel better.","foot care, classes, lectures, movies, discussions, meals."
2016,2,Greenwood Senior Center,37:22.0,39:08.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98133,5474,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,I have learned about gardening and grew green beans on my deck last year.,"Garden, dance, card making. Luncheon volunteer, attend classes and lectures on aging, electronics, etc."
2016,2,Greenwood Senior Center,36:23.0,37:12.0,,Not Specified,NULL,5475,Almost Never,Most of the Time,Most of the Time,Most of the Time,Almost Never,Most of the Time,Most of the Time,Almost Never,Most of the Time,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,NULL,Movies and lunch
2016,2,Greenwood Senior Center,34:51.0,36:01.0,,Not Specified,NULL,5476,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Gives me a place to have lunch and take classes.,"Healthy steps, living alone, various others at times."
2016,2,Greenwood Senior Center,58:31.0,03:01.0,White or Caucasian ,Not Specified,98117,5477,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Almost Never,Most of the Time,Most of the Time,Not Specified,Not Specified,Not Specified,Sometimes,Almost Never,Not Specified,Most of the Time,Meeting more friends and family,"Zumba, exercising and want to teach."
2016,2,Greenwood Senior Center,56:53.0,58:15.0,,Not Specified,NULL,5478,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,"Exercise classes are wonderful.  Good,kind people at center","Exercise classes, movies"
2016,2,Greenwood Senior Center,55:46.0,56:44.0,,Not Specified,NULL,5479,Sometimes,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,Healthy Steps.  Luncheon
2016,2,Greenwood Senior Center,54:04.0,55:37.0,,Not Specified,98107,5480,Almost Never,Sometimes,Sometimes,Almost Never,Most of the Time,Most of the Time,Sometimes,Almost Never,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,I appreciate my colleagues and the kindness of those around me.,I participate coming along with my friends.
2016,2,Greenwood Senior Center,52:55.0,53:52.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98117,5481,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Being more sociable,"Gathering Place, sing, lunch"
2016,2,Greenwood Senior Center,50:54.0,52:41.0,White or Caucasian ,Not Specified,NULL,5482,Sometimes,Most of the Time,Sometimes,Almost Never,Sometimes,Most of the Time,Sometimes,Not Applicable,Not Applicable,Not Applicable,Most of the Time,Almost Never,Sometimes,Most of the Time,Meet New People,The Gathering Group
2016,2,Greenwood Senior Center,49:20.0,50:42.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98107,5483,Not Applicable,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Sometimes,Not Applicable,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,The Gathering Place
2016,2,Greenwood Senior Center,37:36.0,39:26.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98105,5484,Not Applicable,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Sometimes,Sometimes,New to group,The Gathering Place
2016,2,Greenwood Senior Center,36:11.0,37:23.0,White or Caucasian ,Not Specified,98117,5485,Sometimes,Sometimes,Most of the Time,Sometimes,Sometimes,Most of the Time,Sometimes,Almost Never,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,NULL,NULL
2016,2,Greenwood Senior Center,34:38.0,35:59.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98106,5486,Not Specified,Sometimes,Sometimes,Not Specified,Sometimes,Sometimes,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,NULL,NULL
2016,2,Greenwood Senior Center,30:32.0,34:28.0,White or Caucasian ,Not Specified,98133,5487,Not Applicable,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Not Specified,Not Applicable,Not Specified,Sometimes,Sometimes,Not Specified,Most of the Time,Most of the Time,Having one more day to have something to look forward to in my week.,Anything goes.  Having more things to keep my mind at work.  
2016,2,Greenwood Senior Center,28:36.0,30:03.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98103,5488,Sometimes,Sometimes,Sometimes,Almost Never,Not Applicable,Sometimes,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,NULL,"Companionship, chance to meet and discuss stuff with good community folks"
2016,2,Greenwood Senior Center,26:43.0,28:26.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98117,5489,Most of the Time,Sometimes,Sometimes,Not Applicable,Sometimes,Most of the Time,Not Applicable,Not Applicable,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,"Types of physical exercise, volunteer opportunities, preparation for future stages of aging","Yoga, bingo, zumba gold"
2016,2,Greenwood Senior Center,25:41.0,26:36.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98103,5490,Not Specified,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,Yoga Class
2016,2,Greenwood Senior Center,24:46.0,25:24.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98103,5491,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Most of the Time,NULL,NULL
2016,2,IDIC,15:38.0,22:06.0,"Black, African-American, Other African ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98104,5492,Sometimes,Sometimes,Sometimes,Sometimes,Not Applicable,Most of the Time,Almost Never,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,NULL,"nutrition meal program, excursion/field trips, food bank"
2016,2,IDIC,13:50.0,15:20.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98104,5493,Not Applicable,Sometimes,Most of the Time,Sometimes,Most of the Time,Sometimes,Sometimes,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,NULL,"nutrition meal program, "
2016,2,IDIC,11:37.0,13:32.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98104,5494,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,NULL,"nutrition meal program, bingo, fitness/line dancing,excursion/field trips, folk dancing/singing,social services/PEARLS"
2016,2,IDIC,10:04.0,11:24.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98104,5495,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,I become more active,"nutrition meal program, food bank, bingo"
2016,2,IDIC,07:35.0,09:49.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98104,5496,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,It makes us more physically active.,"nutrition meal program, food bank, bingo, excursion/field trips, folk dancing/singing"
2016,2,IDIC,04:50.0,07:26.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5497,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,more friends and learn new things ,"nutrition meal program, excursion/field trips, folk dancing/Singing, food bank"
2016,2,IDIC,02:14.0,04:30.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98104,5498,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,"nutrition meal program, fitness/line dancing, food bank, folk dancing/singing, bingo, excursion/field trips, social services/PEARLS"
2016,2,IDIC,59:59.0,02:09.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5499,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,"nutrition meal program, food bank, fitness/line dancing, folk dancing/singing, social services/PEARLS, bingo, excursion/field trips"
2016,2,IDIC,58:14.0,59:46.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5500,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,"nutrition meal program, food bank, social services/PEARLS"
2016,2,IDIC,56:37.0,58:04.0,"Asian, Asian-American ","Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98108,5501,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,"nutrition meal rogram, food bank karaoke/videoke, social services/PEARLS"
2016,2,IDIC,53:07.0,56:23.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98108,5502,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,I feel healthier and more active seeing friends,"nutrition meal program, food bank, social services/PEARLS"
2016,2,IDIC,51:18.0,52:54.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5503,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,"nutrition meal program, food bank, bingo, excursion/field trips"
2016,2,IDIC,48:55.0,51:00.0,American Indian or Alaska Native ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5504,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,"nutrition meal program, food bank, bingo, fitness/line dancing, excursion/field trips, folk dancing/singing, social services/PEARLS"
2016,2,IDIC,45:49.0,48:40.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98115,5505,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,"I've learned to stop thinking about ""old age and its effect on me.","nutrition meal program, bingo, fitness/line dancing, folk dancing/singing, social services/PEARLS"
2016,2,IDIC,43:49.0,45:36.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98118,5506,Almost Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,NULL,"nutrition meal program, food bank, social services/PEARLS"
2016,2,IDIC,41:05.0,43:31.0,"Asian, Asian-American ","Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98108,5507,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,"nutntion meal program, food bank, karaoke/videoke, social services/PEARLS"
2016,2,IDIC,38:45.0,40:50.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98058,5508,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,very exciting,"nutrition meal program, food bank, karaoke/videoke, social services/PEARLS"
2016,2,IDIC,35:46.0,38:34.0,"Asian, Asian-American ","Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98040,5509,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,NULL,"nutrition meal program, fitness/line dancing"
2016,2,IDIC,30:14.0,35:38.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98023,5510,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,Look forward that on Fridays we meet with some friends and attend scheduled meetings with other organization,"nutrition meal program, excursion/field trips"
2016,2,IDIC,25:16.0,30:05.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98104,5511,Almost Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Almost Never,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Need to see new face especially young/new immigrants,"nutrition meal program, food bank, bingo, fitness/line dancing,folk dancing/singing, social services/PEARLS"
2016,2,IDIC,17:52.0,18:57.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5512,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition program  food bank  excursion/field trips
2016,2,IDIC,06:17.0,07:25.0,American Indian or Alaska Native ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98023,5513,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  line dancing  bingo  excursions  folk dancing/singing  social services/pearls
2016,2,IDIC,04:20.0,05:55.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98118,5514,Not Applicable,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,have more fun,food bank  fitness/line dancing  bingo
2016,2,IDIC,59:16.0,01:14.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5515,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  fitness/line dancing  social services/pearls
